Name:;Data 8199 2391 4/19/2024 14:37:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Owner:;VLIR-UOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comments:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acquisition Date:;4/19/2024 2:37:37 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
&Instrument:;34972A;Address:;USB0::2391::8199::MY57007646::0::INSTR;Modules:;1;Slot1:;34901A;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Channels:;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Test;Low;High;HWAlarm;;;;;;;;;;;;;;;;;;;;
101;4/19/2024 14:40:57:217;16.869;0;16.067;0;16.06;0;16.108;0;15.849;0;16.119;0;16.459;0;17.941;0;17.533;0;15.985;0;16.262;0;18.016;0;16.079;0;18.201;0;15.69;0;16.378;0
102;4/19/2024 14:40:59:217;17.054;0;16.064;0;16.076;0;16.095;0;15.843;0;16.117;0;16.701;0;17.946;0;17.641;0;16.011;0;16.238;0;18.306;0;16.097;0;18.296;0;15.709;0;16.376;0
103;4/19/2024 14:41:01:217;17.222;0;16.064;0;16.081;0;16.111;0;15.838;0;16.156;0;16.87;0;17.915;0;17.72;0;16.011;0;16.214;0;18.604;0;16.108;0;18.356;0;15.714;0;16.37;0
104;4/19/2024 14:41:03:217;17.378;0;16.046;0;16.086;0;16.118;0;15.833;0;16.17;0;16.983;0;17.92;0;17.844;0;16.038;0;16.262;0;18.865;0;16.137;0;18.435;0;15.716;0;16.384;0
105;4/19/2024 14:41:05:217;17.486;0;16.043;0;16.073;0;16.147;0;15.841;0;16.235;0;17.07;0;17.941;0;17.941;0;16.043;0;16.254;0;19.097;0;16.145;0;18.501;0;15.703;0;16.384;0
106;4/19/2024 14:41:07:217;17.581;0;16.054;0;16.092;0;16.142;0;15.833;0;16.307;0;17.155;0;17.954;0;18.036;0;16.059;0;16.257;0;19.319;0;16.179;0;18.594;0;15.703;0;16.365;0
107;4/19/2024 14:41:09:217;17.665;0;16.043;0;16.068;0;16.147;0;15.841;0;16.386;0;17.189;0;17.967;0;18.137;0;16.069;0;16.294;0;19.556;0;16.195;0;18.657;0;15.687;0;16.363;0
108;4/19/2024 14:41:11:217;17.684;0;16.054;0;16.076;0;16.155;0;15.829;0;16.491;0;17.25;0;18.002;0;18.246;0;16.099;0;16.338;0;19.762;0;16.224;0;18.744;0;15.733;0;16.378;0
109;4/19/2024 14:41:13:217;17.668;0;16.032;0;16.096;0;16.161;0;15.821;0;16.585;0;17.269;0;18.052;0;18.375;0;16.102;0;16.378;0;19.938;0;16.282;0;18.831;0;15.749;0;16.386;0
110;4/19/2024 14:41:15:217;17.663;0;16.025;0;16.09;0;16.171;0;15.821;0;16.715;0;17.313;0;18.111;0;18.505;0;16.136;0;16.478;0;20.112;0;16.321;0;18.928;0;15.773;0;16.407;0
111;4/19/2024 14:41:17:217;17.655;0;16.034;0;16.097;0;16.182;0;15.846;0;16.826;0;17.364;0;18.162;0;18.615;0;16.158;0;16.582;0;20.268;0;16.347;0;19.024;0;15.783;0;16.419;0
112;4/19/2024 14:41:19:217;17.621;0;16.046;0;16.126;0;16.205;0;15.835;0;16.966;0;17.391;0;18.237;0;18.745;0;16.173;0;16.681;0;20.397;0;16.374;0;19.136;0;15.807;0;16.428;0
113;4/19/2024 14:41:21:217;17.623;0;16.068;0;16.12;0;16.234;0;15.862;0;17.097;0;17.447;0;18.287;0;18.855;0;16.189;0;16.797;0;20.513;0;16.416;0;19.213;0;15.807;0;16.428;0
114;4/19/2024 14:41:23:217;17.633;0;16.073;0;16.156;0;16.26;0;15.881;0;17.219;0;17.489;0;18.365;0;18.979;0;16.185;0;16.91;0;20.584;0;16.495;0;19.308;0;15.803;0;16.43;0
115;4/19/2024 14:41:25:217;17.62;0;16.085;0;16.18;0;16.284;0;15.883;0;17.368;0;17.549;0;18.414;0;19.098;0;16.201;0;16.987;0;20.687;0;16.585;0;19.408;0;15.821;0;16.42;0
116;4/19/2024 14:41:27:217;17.604;0;16.095;0;16.186;0;16.305;0;15.88;0;17.485;0;17.6;0;18.478;0;19.23;0;16.206;0;17.089;0;20.771;0;16.698;0;19.503;0;15.819;0;16.409;0
117;4/19/2024 14:41:29:217;17.586;0;16.109;0;16.21;0;16.318;0;15.869;0;17.601;0;17.668;0;18.534;0;19.344;0;16.214;0;17.203;0;20.84;0;16.833;0;19.598;0;15.829;0;16.417;0
118;4/19/2024 14:41:31:217;17.549;0;16.085;0;16.205;0;16.332;0;15.88;0;17.749;0;17.724;0;18.621;0;19.476;0;16.222;0;17.292;0;20.903;0;16.996;0;19.677;0;15.816;0;16.407;0
119;4/19/2024 14:41:33:217;17.551;0;16.088;0;16.239;0;16.337;0;15.875;0;17.881;0;17.819;0;18.653;0;19.589;0;16.224;0;17.385;0;20.945;0;17.149;0;19.788;0;15.84;0;16.407;0
120;4/19/2024 14:41:35:217;17.493;0;16.093;0;16.268;0;16.361;0;15.885;0;18.023;0;17.879;0;18.729;0;19.716;0;16.227;0;17.477;0;20.977;0;17.315;0;19.877;0;15.837;0;16.415;0
121;4/19/2024 14:41:37:217;17.486;0;16.095;0;16.297;0;16.384;0;15.877;0;18.134;0;17.956;0;18.787;0;19.847;0;16.227;0;17.567;0;21.009;0;17.489;0;19.975;0;15.835;0;16.407;0
122;4/19/2024 14:41:39:217;17.475;0;16.109;0;16.336;0;16.408;0;15.885;0;18.255;0;18.061;0;18.858;0;19.971;0;16.259;0;17.646;0;21.048;0;17.645;0;20.075;0;15.853;0;16.415;0
123;4/19/2024 14:41:41:217;17.467;0;16.117;0;16.397;0;16.424;0;15.89;0;18.384;0;18.141;0;18.927;0;20.087;0;16.23;0;17.736;0;21.117;0;17.79;0;20.165;0;15.858;0;16.407;0
124;4/19/2024 14:41:43:217;17.462;0;16.117;0;16.45;0;16.458;0;15.864;0;18.469;0;18.233;0;18.974;0;20.225;0;16.216;0;17.836;0;21.156;0;17.948;0;20.27;0;15.864;0;16.396;0
125;4/19/2024 14:41:45:217;17.433;0;16.156;0;16.505;0;16.471;0;15.888;0;18.564;0;18.338;0;19.059;0;20.341;0;16.245;0;17.918;0;21.196;0;18.098;0;20.381;0;15.879;0;16.399;0
126;4/19/2024 14:41:47:217;17.422;0;16.188;0;16.542;0;16.506;0;15.861;0;18.66;0;18.45;0;19.134;0;20.499;0;16.24;0;18.004;0;21.201;0;18.217;0;20.473;0;15.882;0;16.399;0
127;4/19/2024 14:41:49:217;17.42;0;16.235;0;16.53;0;16.5;0;15.875;0;18.776;0;18.545;0;19.197;0;20.604;0;16.245;0;18.094;0;21.259;0;18.373;0;20.589;0;15.892;0;16.417;0
128;4/19/2024 14:41:51:217;17.412;0;16.312;0;16.512;0;16.516;0;15.893;0;18.889;0;18.689;0;19.277;0;20.737;0;16.262;0;18.199;0;21.319;0;18.528;0;20.689;0;15.941;0;16.396;0
129;4/19/2024 14:41:53:217;17.438;0;16.361;0;16.485;0;16.49;0;15.897;0;18.996;0;18.805;0;19.367;0;20.916;0;16.296;0;18.292;0;21.385;0;18.66;0;20.792;0;15.959;0;16.441;0
130;4/19/2024 14:41:55:217;17.433;0;16.451;0;16.454;0;16.463;0;15.905;0;19.066;0;18.975;0;19.443;0;21.038;0;16.278;0;18.363;0;21.406;0;18.805;0;20.903;0;15.972;0;16.451;0
131;4/19/2024 14:41:57:217;17.472;0;16.544;0;16.411;0;16.418;0;15.91;0;19.153;0;19.107;0;19.543;0;21.172;0;16.32;0;18.444;0;21.446;0;18.913;0;21.013;0;16.007;0;16.44;0
132;4/19/2024 14:41:59:217;17.467;0;16.639;0;16.387;0;16.379;0;15.912;0;19.221;0;19.289;0;19.623;0;21.293;0;16.291;0;18.505;0;21.456;0;19;0;21.114;0;16.028;0;16.425;0
133;4/19/2024 14:42:01:217;17.501;0;16.761;0;16.366;0;16.357;0;15.936;0;19.294;0;19.493;0;19.717;0;21.407;0;16.317;0;18.584;0;21.493;0;19.097;0;21.195;0;16.082;0;16.44;0
134;4/19/2024 14:42:03:217;17.541;0;16.886;0;16.353;0;16.323;0;15.956;0;19.377;0;19.711;0;19.793;0;21.548;0;16.316;0;18.655;0;21.53;0;19.187;0;21.322;0;16.174;0;16.44;0
135;4/19/2024 14:42:05:217;17.567;0;16.986;0;16.311;0;16.278;0;15.985;0;19.477;0;19.94;0;19.874;0;21.667;0;16.319;0;18.692;0;21.557;0;19.261;0;21.404;0;16.274;0;16.43;0
136;4/19/2024 14:42:07:217;17.588;0;17.116;0;16.302;0;16.26;0;16.04;0;19.594;0;20.231;0;19.992;0;21.804;0;16.313;0;18.753;0;21.609;0;19.382;0;21.512;0;16.39;0;16.43;0
137;4/19/2024 14:42:09:217;17.622;0;17.229;0;16.28;0;16.247;0;16.193;0;19.673;0;20.514;0;20.076;0;21.922;0;16.311;0;18.808;0;21.68;0;19.448;0;21.615;0;16.564;0;16.422;0
138;4/19/2024 14:42:11:217;17.651;0;17.334;0;16.283;0;16.22;0;16.663;0;19.779;0;20.841;0;20.184;0;22.062;0;16.321;0;18.882;0;21.717;0;19.543;0;21.715;0;16.746;0;16.427;0
139;4/19/2024 14:42:13:217;17.685;0;17.429;0;16.28;0;16.191;0;17.335;0;19.85;0;21.154;0;20.29;0;22.172;0;16.334;0;18.911;0;21.765;0;19.583;0;21.849;0;16.973;0;16.417;0
140;4/19/2024 14:42:15:217;17.72;0;17.572;0;16.265;0;16.178;0;18.042;0;19.903;0;21.508;0;20.403;0;22.308;0;16.332;0;18.988;0;21.797;0;19.643;0;21.963;0;17.187;0;16.425;0
141;4/19/2024 14:42:17:217;17.751;0;17.659;0;16.262;0;16.167;0;18.667;0;19.995;0;21.859;0;20.503;0;22.438;0;16.345;0;19.011;0;21.828;0;19.704;0;22.063;0;17.437;0;16.417;0
142;4/19/2024 14:42:19:217;17.786;0;17.809;0;16.278;0;16.162;0;19.184;0;20.014;0;22.253;0;20.633;0;22.587;0;16.332;0;19.075;0;21.865;0;19.773;0;22.163;0;17.656;0;16.419;0
143;4/19/2024 14:42:21:217;17.865;0;17.907;0;16.254;0;16.154;0;19.62;0;20.082;0;22.766;0;20.754;0;22.724;0;16.349;0;19.14;0;21.968;0;19.867;0;22.275;0;17.913;0;16.435;0
144;4/19/2024 14:42:23:217;17.915;0;17.998;0;16.255;0;16.149;0;19.995;0;20.143;0;23.348;0;20.876;0;22.853;0;16.364;0;19.183;0;22.06;0;19.965;0;22.408;0;18.177;0;16.453;0
145;4/19/2024 14:42:25:217;17.968;0;18.101;0;16.257;0;16.138;0;20.291;0;20.164;0;23.996;0;21.007;0;22.995;0;16.368;0;19.255;0;22.094;0;20.091;0;22.524;0;18.396;0;16.457;0
146;4/19/2024 14:42:27:217;18.071;0;18.202;0;16.259;0;16.136;0;20.526;0;20.232;0;24.659;0;21.131;0;23.135;0;16.4;0;19.287;0;22.165;0;20.212;0;22.633;0;18.654;0;16.473;0
147;4/19/2024 14:42:29:217;18.169;0;18.311;0;16.261;0;16.117;0;20.749;0;20.322;0;25.193;0;21.255;0;23.286;0;16.405;0;19.329;0;22.245;0;20.328;0;22.753;0;18.887;0;16.457;0
148;4/19/2024 14:42:31:217;18.3;0;18.423;0;16.285;0;16.146;0;20.906;0;20.41;0;25.607;0;21.386;0;23.403;0;16.413;0;19.358;0;22.295;0;20.423;0;22.836;0;19.11;0;16.47;0
149;4/19/2024 14:42:33:217;18.509;0;18.56;0;16.313;0;16.149;0;21.065;0;20.468;0;25.847;0;21.491;0;23.556;0;16.402;0;19.398;0;22.363;0;20.579;0;22.953;0;19.316;0;16.461;0
150;4/19/2024 14:42:35:217;18.732;0;18.699;0;16.351;0;16.159;0;21.156;0;20.522;0;25.956;0;21.628;0;23.682;0;16.412;0;19.422;0;22.431;0;20.695;0;23.039;0;19.522;0;16.461;0
151;4/19/2024 14:42:37:217;18.962;0;18.819;0;16.39;0;16.167;0;21.255;0;20.584;0;25.965;0;21.748;0;23.798;0;16.406;0;19.462;0;22.493;0;20.816;0;23.151;0;19.715;0;16.45;0
152;4/19/2024 14:42:39:217;19.252;0;18.977;0;16.424;0;16.201;0;21.338;0;20.589;0;25.916;0;21.857;0;23.93;0;16.426;0;19.507;0;22.551;0;20.975;0;23.216;0;19.918;0;16.45;0
153;4/19/2024 14:42:41:217;19.56;0;19.096;0;16.467;0;16.241;0;21.399;0;20.62;0;25.849;0;22.003;0;24.037;0;16.431;0;19.507;0;22.558;0;21.106;0;23.326;0;20.085;0;16.45;0
154;4/19/2024 14:42:43:217;19.895;0;19.22;0;16.504;0;16.243;0;21.459;0;20.712;0;25.768;0;22.106;0;24.149;0;16.413;0;19.541;0;22.611;0;21.217;0;23.404;0;20.261;0;16.445;0
155;4/19/2024 14:42:45:217;20.225;0;19.333;0;16.552;0;16.262;0;21.515;0;20.783;0;25.677;0;22.216;0;24.253;0;16.429;0;19.562;0;22.66;0;21.315;0;23.479;0;20.422;0;16.44;0
156;4/19/2024 14:42:47:217;20.602;0;19.47;0;16.612;0;16.286;0;21.57;0;20.833;0;25.609;0;22.325;0;24.366;0;16.41;0;19.57;0;22.705;0;21.418;0;23.576;0;20.586;0;16.432;0
157;4/19/2024 14:42:49:217;20.992;0;19.576;0;16.673;0;16.328;0;21.625;0;20.894;0;25.547;0;22.445;0;24.465;0;16.416;0;19.609;0;22.759;0;21.565;0;23.673;0;20.757;0;16.432;0
158;4/19/2024 14:42:51:217;21.367;0;19.697;0;16.736;0;16.344;0;21.697;0;20.926;0;25.481;0;22.555;0;24.582;0;16.429;0;19.644;0;22.885;0;21.716;0;23.785;0;20.884;0;16.44;0
159;4/19/2024 14:42:53:217;21.715;0;19.808;0;16.801;0;16.402;0;21.768;0;20.998;0;25.444;0;22.645;0;24.689;0;16.434;0;19.638;0;22.965;0;21.884;0;23.886;0;21.026;0;16.463;0
160;4/19/2024 14:42:55:217;22.034;0;19.913;0;16.88;0;16.462;0;21.84;0;21.02;0;25.419;0;22.743;0;24.821;0;16.446;0;19.675;0;23.054;0;22.045;0;23.98;0;21.149;0;16.44;0
161;4/19/2024 14:42:57:217;22.306;0;20.036;0;16.962;0;16.523;0;21.929;0;21.126;0;25.403;0;22.869;0;24.942;0;16.461;0;19.683;0;23.056;0;22.155;0;24.048;0;21.283;0;16.466;0
162;4/19/2024 14:42:59:217;22.515;0;20.126;0;17.066;0;16.613;0;22.025;0;21.148;0;25.395;0;22.939;0;25.066;0;16.457;0;19.705;0;23.137;0;22.299;0;24.151;0;21.42;0;16.483;0
163;4/19/2024 14:43:01:217;22.674;0;20.21;0;17.152;0;16.71;0;22.112;0;21.165;0;25.365;0;22.99;0;25.163;0;16.463;0;19.713;0;23.283;0;22.413;0;24.242;0;21.525;0;16.501;0
164;4/19/2024 14:43:03:217;22.779;0;20.333;0;17.26;0;16.781;0;22.24;0;21.152;0;25.353;0;23.071;0;25.307;0;16.484;0;19.721;0;23.458;0;22.541;0;24.362;0;21.648;0;16.48;0
165;4/19/2024 14:43:05:217;22.82;0;20.432;0;17.373;0;16.913;0;22.345;0;21.164;0;25.338;0;23.575;0;25.44;0;16.484;0;19.729;0;23.617;0;22.666;0;24.466;0;21.753;0;16.496;0
166;4/19/2024 14:43:07:217;22.849;0;20.556;0;17.51;0;17.035;0;22.476;0;21.196;0;25.301;0;25.147;0;25.555;0;16.484;0;19.721;0;23.802;0;22.786;0;24.581;0;21.848;0;16.499;0
167;4/19/2024 14:43:09:217;22.805;0;20.666;0;17.626;0;17.153;0;22.575;0;21.251;0;25.27;0;27.289;0;25.703;0;16.481;0;19.703;0;23.935;0;22.898;0;24.68;0;21.933;0;16.493;0
168;4/19/2024 14:43:11:217;22.763;0;20.804;0;17.737;0;17.301;0;22.711;0;21.304;0;25.28;0;29.444;0;25.823;0;16.492;0;19.737;0;24.063;0;22.953;0;24.748;0;22.029;0;16.477;0
169;4/19/2024 14:43:13:217;22.703;0;20.918;0;17.885;0;17.446;0;22.821;0;21.395;0;25.514;0;30.983;0;25.951;0;16.47;0;19.724;0;24.173;0;23.047;0;24.844;0;22.129;0;16.491;0
170;4/19/2024 14:43:15:217;22.656;0;21.06;0;18.044;0;17.609;0;22.924;0;21.418;0;25.973;0;31.225;0;26.098;0;16.486;0;19.721;0;24.29;0;23.112;0;24.961;0;22.192;0;16.471;0
171;4/19/2024 14:43:17:217;22.585;0;21.2;0;18.182;0;17.799;0;23.051;0;21.48;0;26.497;0;30.502;0;26.221;0;16.485;0;19.728;0;24.386;0;23.17;0;25.034;0;22.278;0;16.487;0
172;4/19/2024 14:43:19:217;22.491;0;21.32;0;18.37;0;17.97;0;23.16;0;21.505;0;26.963;0;29.441;0;26.377;0;16.488;0;19.725;0;24.462;0;23.232;0;25.091;0;22.329;0;16.466;0
173;4/19/2024 14:43:21:217;22.464;0;21.479;0;18.521;0;18.121;0;23.266;0;21.574;0;27.338;0;28.546;0;26.522;0;16.505;0;19.728;0;24.486;0;23.248;0;25.19;0;22.381;0;16.481;0
174;4/19/2024 14:43:23:217;22.378;0;21.556;0;18.671;0;18.295;0;23.344;0;21.597;0;27.56;0;27.97;0;26.66;0;16.486;0;19.73;0;24.546;0;23.279;0;25.281;0;22.41;0;16.452;0
175;4/19/2024 14:43:25:217;22.316;0;21.666;0;18.816;0;18.45;0;23.422;0;21.653;0;27.735;0;27.915;0;26.799;0;16.499;0;19.722;0;24.624;0;23.238;0;25.315;0;22.451;0;16.455;0
176;4/19/2024 14:43:27:217;22.277;0;21.714;0;18.963;0;18.614;0;23.506;0;21.678;0;27.806;0;28.26;0;26.95;0;16.505;0;19.735;0;24.699;0;23.256;0;25.38;0;22.501;0;16.468;0
177;4/19/2024 14:43:29:217;22.217;0;21.764;0;19.103;0;18.775;0;23.572;0;21.75;0;27.86;0;28.559;0;27.063;0;16.49;0;19.735;0;24.765;0;23.292;0;25.448;0;22.52;0;16.481;0
178;4/19/2024 14:43:31:217;22.206;0;21.911;0;19.269;0;18.928;0;23.654;0;21.766;0;27.894;0;28.521;0;27.192;0;16.514;0;19.764;0;24.767;0;23.263;0;25.531;0;22.562;0;16.479;0
179;4/19/2024 14:43:33:217;22.18;0;22.189;0;19.402;0;19.067;0;23.708;0;21.781;0;27.917;0;28.271;0;27.319;0;16.531;0;19.76;0;24.848;0;23.235;0;25.564;0;22.577;0;16.506;0
180;4/19/2024 14:43:35:217;22.181;0;22.482;0;19.567;0;19.223;0;23.776;0;21.869;0;27.89;0;27.962;0;27.453;0;16.539;0;19.773;0;24.895;0;23.242;0;25.626;0;22.603;0;16.509;0
181;4/19/2024 14:43:37:217;22.17;0;22.762;0;19.699;0;19.371;0;23.841;0;21.914;0;27.873;0;27.703;0;27.578;0;16.56;0;19.776;0;24.923;0;23.271;0;25.705;0;22.631;0;16.501;0
182;4/19/2024 14:43:39:217;22.202;0;23.092;0;19.86;0;19.503;0;23.894;0;22.028;0;27.854;0;27.518;0;27.683;0;16.568;0;19.765;0;24.944;0;23.307;0;25.786;0;22.631;0;16.524;0
183;4/19/2024 14:43:41:217;22.212;0;23.653;0;20.01;0;19.634;0;23.936;0;22.152;0;27.807;0;27.429;0;27.81;0;16.531;0;19.755;0;24.991;0;23.349;0;25.877;0;22.62;0;16.516;0
184;4/19/2024 14:43:43:217;22.251;0;24.459;0;20.163;0;19.769;0;23.999;0;22.241;0;27.773;0;27.419;0;27.917;0;16.546;0;19.739;0;25.041;0;23.456;0;25.979;0;22.633;0;16.506;0
185;4/19/2024 14:43:45:217;22.269;0;25.481;0;20.295;0;19.914;0;24.053;0;22.251;0;27.768;0;27.513;0;28.019;0;16.549;0;19.742;0;25.051;0;23.55;0;26.072;0;22.614;0;16.519;0
186;4/19/2024 14:43:47:217;22.368;0;26.671;0;20.471;0;20.043;0;24.125;0;22.311;0;27.726;0;27.694;0;28.164;0;16.546;0;19.744;0;25.135;0;23.657;0;26.159;0;22.603;0;16.498;0
187;4/19/2024 14:43:49:217;22.467;0;27.797;0;20.598;0;20.17;0;24.177;0;22.374;0;27.708;0;27.958;0;28.279;0;16.533;0;19.718;0;25.121;0;23.746;0;26.249;0;22.598;0;16.494;0
188;4/19/2024 14:43:51:217;22.689;0;28.695;0;20.741;0;20.315;0;24.236;0;22.432;0;27.708;0;28.27;0;28.418;0;16.55;0;19.743;0;25.161;0;23.86;0;26.353;0;22.562;0;16.494;0
189;4/19/2024 14:43:53:217;22.949;0;29.237;0;20.896;0;20.444;0;24.3;0;22.484;0;27.7;0;28.569;0;28.55;0;16.553;0;19.745;0;25.176;0;23.918;0;26.421;0;22.568;0;16.491;0
190;4/19/2024 14:43:55:217;23.21;0;29.355;0;21.025;0;20.565;0;24.363;0;22.561;0;27.678;0;28.805;0;28.681;0;16.552;0;19.782;0;25.163;0;23.983;0;26.486;0;22.563;0;16.499;0
191;4/19/2024 14:43:57:217;23.484;0;29.199;0;21.149;0;20.649;0;24.436;0;22.548;0;27.678;0;28.99;0;28.838;0;16.554;0;19.793;0;25.171;0;24.064;0;26.582;0;22.55;0;16.494;0
192;4/19/2024 14:43:59:217;23.813;0;28.891;0;21.282;0;20.784;0;24.496;0;22.531;0;27.718;0;29.112;0;28.961;0;16.552;0;19.84;0;25.171;0;24.145;0;26.669;0;22.55;0;16.497;0
193;4/19/2024 14:44:01:217;24.144;0;28.495;0;21.391;0;20.881;0;24.577;0;22.59;0;27.801;0;29.175;0;29.07;0;16.559;0;19.872;0;25.168;0;24.286;0;26.778;0;22.576;0;16.505;0
194;4/19/2024 14:44:03:217;24.54;0;28.135;0;21.52;0;20.976;0;24.631;0;22.647;0;27.913;0;29.211;0;29.204;0;16.558;0;19.925;0;25.181;0;24.343;0;26.88;0;22.64;0;16.518;0
195;4/19/2024 14:44:05:217;25.002;0;27.816;0;21.631;0;21.058;0;24.715;0;22.669;0;28.052;0;29.147;0;29.318;0;16.584;0;19.961;0;25.137;0;24.395;0;26.981;0;22.689;0;16.502;0
196;4/19/2024 14:44:07:217;25.506;0;27.513;0;21.733;0;21.142;0;24.803;0;22.668;0;28.164;0;29.066;0;29.449;0;16.586;0;20.01;0;25.142;0;24.457;0;27.074;0;22.754;0;16.532;0
197;4/19/2024 14:44:09:217;25.954;0;27.247;0;21.816;0;21.222;0;24.894;0;22.724;0;28.254;0;29.017;0;29.529;0;16.575;0;20.029;0;25.095;0;24.496;0;27.147;0;22.822;0;16.532;0
198;4/19/2024 14:44:11:217;26.346;0;27.016;0;21.913;0;21.29;0;24.975;0;22.698;0;28.284;0;29.179;0;29.625;0;16.593;0;20.079;0;25.121;0;24.569;0;27.22;0;22.888;0;16.54;0
199;4/19/2024 14:44:13:217;26.568;0;26.785;0;22.008;0;21.411;0;25.075;0;22.702;0;28.245;0;29.596;0;29.704;0;16.601;0;20.113;0;25.129;0;24.624;0;27.324;0;22.922;0;16.532;0
200;4/19/2024 14:44:15:217;26.622;0;26.542;0;22.106;0;21.501;0;25.169;0;22.731;0;28.555;0;30.058;0;29.79;0;16.583;0;20.155;0;25.134;0;24.682;0;27.394;0;22.959;0;16.537;0
201;4/19/2024 14:44:17:217;26.5;0;26.336;0;22.184;0;21.593;0;25.266;0;22.785;0;29.729;0;30.423;0;29.85;0;16.601;0;20.187;0;25.097;0;24.674;0;27.439;0;22.995;0;16.537;0
202;4/19/2024 14:44:19:217;26.302;0;26.19;0;22.281;0;21.72;0;25.383;0;22.793;0;30.94;0;30.689;0;29.933;0;16.585;0;20.226;0;25.061;0;24.718;0;27.48;0;23.011;0;16.534;0
203;4/19/2024 14:44:21:217;26.041;0;26.12;0;22.364;0;21.865;0;25.474;0;22.817;0;31.618;0;30.83;0;29.996;0;16.583;0;20.266;0;25.032;0;24.825;0;27.587;0;23.057;0;16.519;0
204;4/19/2024 14:44:23:217;25.827;0;26.111;0;22.474;0;22.06;0;25.59;0;22.849;0;31.869;0;30.89;0;30.064;0;16.591;0;20.303;0;25.082;0;24.893;0;27.671;0;23.083;0;16.495;0
205;4/19/2024 14:44:25:217;25.615;0;26.094;0;22.568;0;22.285;0;25.684;0;22.913;0;31.91;0;30.897;0;30.138;0;16.591;0;20.356;0;25.1;0;24.981;0;27.758;0;23.122;0;16.496;0
206;4/19/2024 14:44:27:217;25.49;0;26.122;0;22.684;0;22.624;0;25.811;0;23.013;0;31.858;0;30.899;0;30.22;0;16.584;0;20.394;0;25.108;0;25.073;0;27.837;0;23.145;0;16.504;0
207;4/19/2024 14:44:29:217;25.398;0;26.148;0;22.805;0;22.997;0;25.903;0;23.055;0;31.769;0;30.846;0;30.333;0;16.605;0;20.428;0;25.118;0;25.133;0;27.912;0;23.2;0;16.507;0
208;4/19/2024 14:44:31:217;25.302;0;26.153;0;22.922;0;23.498;0;26;0;23.102;0;31.636;0;30.817;0;30.44;0;16.592;0;20.457;0;25.15;0;25.219;0;28.009;0;23.281;0;16.501;0
209;4/19/2024 14:44:33:217;25.257;0;26.187;0;23.081;0;24.024;0;26.12;0;23.206;0;31.557;0;30.806;0;30.571;0;16.608;0;20.525;0;25.144;0;25.3;0;28.116;0;23.356;0;16.515;0
210;4/19/2024 14:44:35:217;25.226;0;26.209;0;23.185;0;24.439;0;26.206;0;23.343;0;31.475;0;30.783;0;30.704;0;16.597;0;20.552;0;25.173;0;25.365;0;28.189;0;23.432;0;16.528;0
211;4/19/2024 14:44:37:217;25.179;0;26.225;0;23.315;0;24.658;0;26.27;0;23.402;0;31.413;0;30.775;0;30.839;0;16.611;0;20.622;0;25.238;0;25.464;0;28.263;0;23.492;0;16.531;0
212;4/19/2024 14:44:39:217;25.161;0;26.254;0;23.448;0;24.734;0;26.336;0;23.507;0;31.401;0;30.802;0;30.983;0;16.64;0;20.669;0;25.334;0;25.55;0;28.364;0;23.56;0;16.552;0
213;4/19/2024 14:44:41:217;25.179;0;26.297;0;23.548;0;24.684;0;26.388;0;23.603;0;31.407;0;30.825;0;31.114;0;16.622;0;20.735;0;25.415;0;25.607;0;28.453;0;23.575;0;16.544;0
214;4/19/2024 14:44:43:217;25.2;0;26.324;0;23.66;0;24.543;0;26.422;0;23.669;0;31.416;0;30.866;0;31.271;0;16.624;0;20.785;0;25.473;0;25.717;0;28.552;0;23.613;0;16.536;0
215;4/19/2024 14:44:45:217;25.26;0;26.346;0;23.751;0;24.343;0;26.476;0;23.732;0;31.448;0;30.924;0;31.43;0;16.603;0;20.84;0;25.522;0;25.764;0;28.609;0;23.642;0;16.558;0
216;4/19/2024 14:44:47:217;25.398;0;26.375;0;23.809;0;24.163;0;26.496;0;23.849;0;31.539;0;31.01;0;31.576;0;16.619;0;20.906;0;25.619;0;25.842;0;28.672;0;23.691;0;16.544;0
217;4/19/2024 14:44:49:217;25.492;0;26.435;0;23.858;0;24.006;0;26.536;0;23.972;0;31.693;0;31.091;0;31.722;0;16.635;0;20.959;0;25.757;0;25.889;0;28.735;0;23.738;0;16.558;0
218;4/19/2024 14:44:51:217;25.563;0;26.503;0;23.871;0;23.917;0;26.541;0;24.05;0;31.925;0;31.221;0;31.876;0;16.606;0;21.014;0;25.869;0;25.993;0;28.805;0;23.751;0;16.547;0
219;4/19/2024 14:44:53:217;25.62;0;26.633;0;23.869;0;23.881;0;26.569;0;24.133;0;32.233;0;31.338;0;32.027;0;16.622;0;21.104;0;25.966;0;26.144;0;28.917;0;23.797;0;16.544;0
220;4/19/2024 14:44:55:217;25.683;0;26.869;0;23.89;0;23.907;0;26.573;0;24.208;0;32.5;0;31.487;0;32.173;0;16.611;0;21.151;0;26.104;0;26.249;0;29.019;0;23.836;0;16.539;0
